,text
286,"Date Published:2020-02-17 00:00:00      
The storm also pummelled much of France, with some 20,000 people still without electricity on Monday after suffering power cuts in the northwest of the country and rail traffic disrupted Britain on Monday grappled with the fallout from Storm Dennis, with several major incidents declared due to flooding and hundreds of warnings still in place after it battered the country over the weekend. The second severe storm in a week to hit Britain brought high winds of more than 140km an hour and more than a month's worth of rain in 48 hours in some places, leading officials to issue rare ""danger to life"" warnings. The storm also pummelled much of France, with some 20,000 people still without electricity on Monday after suffering power cuts in the northwest of the country and rail traffic disrupted. ""This is not yet over,"" warned James Bevan, chief executive of the Environment Agency, which is responsible for flood protection in England. ""We still have many flood warnings in force and we may still see significant flooding in the middle of this week from larger rivers,"" he told BBC radio. Bevan said more than 400 homes in England had been flooded while at least 1,000 agency staff were working around the clock alongside emergency officials ""to protect and support those communities which have been hit."" Major incidents declared More than 600 warnings and alerts - a record number - were issued on Sunday, extending from the River Tweed on the border of England and Scotland, to Cornwall in southwest England. After a day of torrential rain, major flooding incidents were later declared in south Wales and parts of western England. Some five ""severe"" warnings - denoting lives could be endangered by the flooding - remained active Monday on two rivers in Worcestershire and Herefordshire in west central England. Hereford and Worcester Fire and Rescue service on Sunday airlifted to hospital one man pulled from the River Teme, who was in a stable condition on Monday. But emergency responders suspended the search overnight for a missing woman also swept away by the floodwater near the town of flood-prone town of Tenbury, according to police. ""The search has continued this morning, including the use of the police helicopter,"" said Chief Superintendent Tom Harding, from West Mercia Police. ""Sadly, however, due to the circumstances of the length of time in the water and other conditions we believe that this will now be a recovery rather than rescue operation."" Two rivers in south Wales burst their banks, prompting rescue workers to launch operations in several places to evacuate people and their pets trapped in their homes. Police said a man in his 60s died after entering the River Tawe, north of the Welsh city of Swansea but later clarified that the death was not ""linked to the adverse weather."" On Saturday, the coastguard said the bodies of two men were pulled from rough seas off the south coast of England as the storm barrelled in. One is thought to have been the subject of a search triggered when a tanker reported that one of its crew was unaccounted for. 'More extreme' In northern England, the defence ministry deployed troops in West Yorkshire, which suffered badly from flooding caused by last weekend's Storm Ciara. There are fears rivers there could burst their banks later on Monday. Newly appointed environment secretary George Eustice said the government had done ""everything that we can do with a significant sum of money"" to combat increased flooding. ""We'll never be able to protect every single household just because of the nature of climate change and the fact that these weather events are becoming more extreme."" France was also affected by the storm, especially northwestern Brittany where the Finistere and Morbihan regions were temporarily placed on orange alert for rain and flooding, according to the national weather service Meteo-France. Electricity provider Enedis said it had deployed 450 staff to restore power to 30,000 homes in Brittany. Power cuts also hit parts of northern and central France. The storm interrupted two high-speed TGV train services, one stopped by a fallen tree and the other by a power failure, the national rail company SNCF said."
301,"Date Published:2020-05-23 00:00:00      
Some 1,100 kilometres of roads, and 200 bridges and culverts under local government have been damaged Cyclone Amphan wreaked havoc on southwestern Bangladesh, leaving a trail of devastation in its wake. It lashed the West Bengal-Bangladesh coastline on Wednesday evening and prevailed till the early hours of Thursday. Hundreds and thousands have been displaced, homes destroyed, trees uprooted, embankments smashed, electricity and telephone lines, dykes and croplands damaged, and numerous villages inundated by the cyclone's tidal surges. The government has estimated the damage from cyclone Amphan is to the tune of Tk1,100 crore with some 26 districts hit, said State Minister for Disaster Management, Enamur Rahman.  Some 1,100 kilometres of roads, and 200 bridges and culverts under local government have been damaged, said official sources. The Water Development Board reported that 150 kilometres of embankments were seriously damaged while another 84 dams developed cracks,"" state minister said. 3,000 electric poles damaged in south-western regions  Three thousand electric poles of the power division have sustained damage in the southwestern regions of Bangladesh, where cyclone Amphan first made contact, said West Zone Power Distribution Company Limited (WZPDC) Managing Director, Engineer Shafiq Uddin.  ""We will start repair work as soon as possible,"" he added. WZPDC Executive Director Engineer Abu Hasan said: ""Two transformers of the Kushtia power grid short circuited around 10pm on Wednesday, cutting power to the district. The electricity supply remained suspended till Thursday. We are trying to tap into the closest alternative source to supply Kushtia with electricity.""  Engineer Altaf Hossain, senior general manager of Bangladesh Rural Electrification Board, Khulna, said: ""A total of 316,000 customers lost electricity in eight upazilas of the district. We have 600 workers on the ground who will start repair work as soon as possible."" 70km embankment damaged in Khulna Seventy kilometres of the 121km embankment that was built to protect Khulna from typhoons and cyclones, have been either completely or partially damaged.  Palash Kumar Banarjee, executive engineer for the water development board, Khulna-2, said: ""10km of the embankment completely collapsed, while 60km of the embankment are partially damaged.""  As a result, low lying unions are completely submerged in saline water, putting thousands of people in jeopardy, he added. Mostajibul Hoque, an affected local of Koyra upazila, said: ""Since Aila last wreaked havoc on the embankments, the WDB hasn't been able to repair the damage completely in the last decade. Without a sustainable embankment, lives will always be at risk.""  Khulna 6 MP, Akhtaruzzaman Babu, said: ""Koyra upazila was severely affected and inundated when 10km of the 121km-long embankment collapsed. Another 40km of the embankment were partially damaged as well. Approximately Tk50 crore worth of fish was washed away in the flood."" Satkhira farmers count crores in losses   Satkhira farmers have suffered huge losses in crops and fish as the cyclone levelled fields and tidal surges flooded fish enclosures. Satkhira Deputy Commissioner SM Mostafa Kamal held a press briefing on the loss to lives and property in the district. He said: ""As many as 12,257 fish enclosures and ponds on 13,477 hectares in 12 unions of seven upazilas have been flooded. Fish, including 1,677 tons of whitefish and 2,531 tons of shrimp, worth over approximately Tk176 crore, was washed away.  Also, approximately Tk137 crore of crops, fruits and vegetables on over 5,000 hectares was also lost in the district, he added. 1,500 shrimp enclosures flooded in Mongla  1500 shrimp enclosures have been flooded by recent tidal surges in Mongla of Bagerhat. Also, 125 homes were completely damaged and 325 homes partially damaged, while numerous trees were uprooted.  Upazila Nirbahi Officer Md Rahat Mannan said: ""Risky embankments in Kanainagar, Kalatala, and Sundartala have collapsed, flooding many houses and fish enclosures."" Magura suffers Tk100crore in damage It is initially estimated that cyclone Amphan has caused a total damage of over Tk100 crore in loss of homes, domestic animals, and crops. Magura Deputy Commissioner Dr Ashraful Alam said: ""Cyclone Amphan has caused huge losses in the district which is yet to be calculated accurately. But we estimate it is over Tk100 crore.""  "
302,"Date Published:2019-10-06 00:00:00      
In Madaripur, as the water level of the Padma River started to recede, erosion on its banks has been taking an alarming shape in Shibchar upazila The flood situation continues to worsen in the central regions of the country which are in close proximity to the Padma River, meanwhile the water is receding in northern Chapainawabganj Saturday. In Manikganj, ferry and launch services between Paturia, and Daulatdia have remained disrupted due to persistent heavy current on the Padma River. Swades Prasad, executive engineer of floating workshop at Paturia terminal, said: ""Of the 16 ferries, two are completely inoperable. Of the remaining 14, only four utility ferries, and two Ro-Ro ferries are in operation at present."" Zillur Rahman, acting deputy general manager of Bangladesh Inland Water Transport Authority (Aricha), said: ""We were forced to suspend the operation of most of the ferries following the heavy current in the river."" Visiting the area, this correspondent found around 500 vehicles stuck at the Paturia terminal waiting to cross the river. In Rajbari, a similar situation prevailed at the Daulatdia terminal, as terminal number 1, and 2 have remained shut due to strong current of the Padma River.  Rajbari Water Development Board (WDB) Engineer Arifur Rahman said: ""Debgram and Daulatdia area are at risk of erosion. If they are affected by the erosion the ferry terminals will be affected as well. In order to prevent erosion sand bags are being dumped in the banks of the river there."" In Madaripur, as the water level of the Padma River started to recede, erosion on its banks has been taking an alarming shape in Shibchar upazila. Kathalbari Primary School was swallowed by the Padma River yesterday, and in the past week, a bridge, along with roads, shops, and numerous homes fell victim to the erosion. Shibchar UNO Md Asaduzzaman said: ""Relief materials will promptly be supplied to the affected, and alternative measures will be arranged for the students who have lost their schools.""  WDB Executive Engineer Partho Pritom Saha said: ""To prevent erosion at Bandarkhola, Kathalbari, and Char Janajat unions sandbags are being dumped on the banks of Padma."" In Narail, ever since the opening of Farakka Gates, the water level of the Modhumoti, and Noboganga rivers rose alarmingly, and new regions are being affected, waterlogging thousands of locals. Water levels of Padma, Mohananda recede in Chapainawabganj The water levels of Padma, and Mohananda rivers started receding in the district Saturday morning, reports UNB. According to the district WDB, the Padma water level fell by at least 5cm, and Mohananda by 2cm in the last 24 hours till yesterday morning. Padma was flowing 38cm, and Mohananda 16cm below the danger level. Abdur Rajib Raju, Durlabhpur UP chairman of Shibganj, said a large number of houses, and roads in ward 4 of his union are still under water. The water started receding two days ago, and if it continues the situation will improve soon, he added. Around 58,000 people in 16 unions of the district were stranded when Mohananda, and Punorbhaba rivers breached their banks. ""Some 11,300 hectares of cropland have been flooded,"" said Manjurul Huda, deputy-director of the Department of Agriculture Extension."
309,"Bangladeshi Asks for Help on Controlling Floods
1988-10-11T05:00:00.000Z
In an appeal to the General Assembly, the Foreign Minister of Bangladesh said today that a permanent solution to the country's annual flood disasters must be reached through regional cooperation with international support.
The remarks of the Bangladeshi minister, Humayun Rasheed Choudhury, were seen as an implicit criticism of India, which has thus far resisted any ''internationalization'' of the issue.
After last month's devastating flood, which was the worst in the country's history, the President of Bangladesh, Lieut. Gen. H. M. Ershad, reached individual agreements with India and other neighboring countries for cooperation. But he has thus far failed to win sufficient support for a regional response to the flooding.
''What we want is a regional water authority, including the five concerned countries, to regulate and harness water resources for the benefit of all,'' Mr. Choudhury said in an interview before his address. This would mean no diversion of water, construction of dams or other such projects, without common consent, he said. Looking to Dutch and Germans
He said such a regional agency would need international support both in technology and financing because of the magnitude of the problem. Specifically, it would look for technological help from the Netherlands and West Germany, ''which have cooperated successfully in taming the Rhine,'' he said.
Bangladesh and India have been at odds for some time over the control of the waters of the Brahmaputra, the Ganges and other common rivers. Bangladesh accuses India of permitting rampant deforestation that has resulted in flooding, and building dams that divert badly needed water from Bangladesh in the dry season. Specifically, these officials are concerned over an Indian proposal to build a canal across Bangladesh to drain water from the Brahmaputra to the Ganges system.
The Bangladeshi official said his Government has tried to generate enthusiasm for regional cooperation. Ershad and Gandhi Meet
He noted that General Ershad and Prime Minister Rajiv Gandhi of India agreed late last month to set up a joint task force to study the flood management and water flow of the Ganges and Brahmaputra Rivers. Subsequently, the President visited Nepal, and it was agreed to set up a joint study team on the problem. He will also visit Bhutan this week and later China to take up the same issue.
Referring to the recent catastrophic flood, Mr. Choudhury said 1,250,000 houses were destroyed, leaving about eight million people homeless. More than 2,000 deaths have been attributed to the flooding.
The Foreign Minister said the country's ''highest priority needs'' are now wheat and construction materials.
Emphasizing the need for a permanent solution to the problem, he said, ''The primary imperative will be in harnessing regional cooperation among all our concerned neighbors with a view to arriving at coherent and well-coordinated policies and plans to our mutual benefit.''"
332,"Date Published:2020-05-21 00:00:00      
Cyclone Amphan made landfall last evening in India's Orissa coast. The adverse affect of the cyclonic storm can be seen in coastal regions of Bangladesh near the Indian border. In these compilation of photos, locals are seen fixing riverbanks in Khulna's Dacop region to prevent flooding from surge of water level"
345,"Date Published:2019-05-03 00:00:00      
At least 17 villages have been inundated in Patuakhali after local embankments broke away in pre-Fani cyclonic tidal surge. Patuakhali Deputy Commissioner Matiul Islam Chowdhury confirmed the information to our local correspondent this evening. Local Water Development Board's Executive Engineer Hasanuzzaman told The Daily Star 10 of the villages are in Kalapara, five in Mirzaganj and two in Rangabali.  Shawkat Hossain Tapan Biswas, chairman for Lalua union under Kalapara upazila, said at least eight villages were flooded after the embankment on Ramnabad river over flooded. Tanvir Rahman, Kalapara Upazila Nirbahi Officer, said the newly built dyke at Nijampur village on Andharmanik river bank collapsed and flooded two villages. Abdullah AL Zaki, Mirzagonj UNO said, at least five villages were flooded as tidal surges damaged dyke on Payra river today. Also, they confirmed around 32,250 people were moved to different cyclone centres. In Barguna, around 30,000 people of different places were moved to cyclone shelter till 4:00pm, said Md Kabir Mahmud, Barguna's deputy commissioner."
357,"In Bangladesh, Too Much Water and Not Enough
1988-09-18T05:00:00.000Z
With two jerrycans in hand, Muklesha Khatun waited impatiently for about four hours for the water trucks to arrive, and finally took home her allotted daily quota, two gallons.
''I have to make do with these two pots for my entire family of five,'' Mrs. Khatun said, ''but in a way I'm thankful to Allah that we're still getting it.''
Mrs. Khatun, 45 years old, is one of about 30,000 residents of the overcrowded, low-lying neighborhood of Mugdapara here in the capital who have been at the mercy of such erratic water deliveries since Bangladesh was inundated with widespread flooding late last month. It is estimated that at least a third of the capital's five million people have been without regular water supplies because of the flooding.
With reservoir tanks and pumping stations submerged in many areas, hundreds of thousands of people are now dependent on drinking water brought from outside. The water and sewerage authority and political and volunteer organizations have mounted a major operation to bring drinking water to the affected areas, but, as Mrs. Khatun's experience shows, their efforts sometimes fall short.
Much of the country is still under water. The Government says that 935 people have died in the flooding, but its count is generally considered too low, and Dhaka newspapers put the toll at more than 1,800. The Health Ministry says that about 220,000 people are suffering from gastrointestinal diseases like diarrhea and dysentery as a result of the flooding, and that 185 people have died from such diseases. [ Railroad service from Dhaka to Chittagong, the main port, and Sylhet, the business center, has been restored after repairs to a railroad bridge outside the capital, Reuters reported. The bridge was washed away two weeks ago in the flooding. ] Getting water to Mugdapara, Mrs. Khatun's neighborhood, is an arduous and time-consuming exercise.
Volunteers of the Family Planning Association of Bangladesh must first negotiate by rickshaw through waterlogged roads to reach the municipal pumping station, where their drums are filled. The drums are taken by pickup truck for a distance, but transferred again to rickshaws for delivery through streets where the water is still too deep. A stretch of mud has to be covered by men who carry the drums on their heads. Finally, when the drums reach the neighborhood, they are loaded onto boats that set off down serpentine lanes and bylanes to the community center, where the family planning association has set up its distribution camp.
''It's a killing job,'' said Kazi Anisur Rahman, secretary general of the association. ''We spend nearly two hours to deliver five drums to this area less than three miles from our headquarters.'' Land for Dead and Living
The wan smile never left Nuruddin Mia's face as he wearily maneuvered his boat past submerged trees and houses under a blazing sun, on his way to Paschimgaon, a village of about 5,000 people 12 miles southwest of Dhaka.
For 30 years, Mr. Mia, who is from the village, has been ferrying people to and from the village of Demraghat three miles away. His route is the Balu River, which in the flooding has become a huge lake stretching as far as the eye can see.
''Never, ever have I heard or seen such a flood and horror in my life,'' said Mr. Mia, who is 46. ''There's not a single house in this area that has escaped its wrath.''
His own house has been inundated by waist-deep water and looks as if it might crumble at any moment.
Mr. Mia and his 18-year-old son, Sohrab Hossain, spend nights in the boat. The other five members of his family sleep on the tin roof of the house, exposed to the elements. ''My own nephew, born 20 days ago, died of cold, and there is no doctor here who could be consulted with,'' he said.
He said the family had a hard time finding a dry spot where the body could be buried. ''Ultimately we took him to an adjoining area where a small parcel of land was found and we buried him there,'' he said.
The parcel holding the burial site is also haven for at least 200 people, mostly women and children huddling together with cattle, ducks and chickens.
''This flood has leveled everybody -rich and poor, high and low,'' said Janab Ali Matbar, 65, the village headman. 'Living Like Animals'
In another neighborhood, 30 minutes ride by boat, an incomplete two-story rural health center converted into a relief camp houses more than 300 men, women and children. Of the four toilets in the building, two in the ground floor are under water, so many of those taking refuge in the building relieve themselves in the surrounding flood water. Many people were seen bathing and washing in the contaminated water.
''You can't really call it life,'' said Rafiqul Islam Khandker, 40, who is in charge of the camp and who is also the headmaster of the local high school. ''They're living like animals.'' Still, many of those in the center appeared grateful to have found a place where one meal is provided daily, since they are extremely poor even in their normal circumstances.
Mr. Khandker said that there have been surprisingly few cases of diarrhea, dysentery and flu, diseases normally inevitable in such conditions.
''There's no death yet due to these diseases,'' Mr. Khandker said.
Azimul Baki, a rural health assistant, interjected: ''If there is any, we simply have to put the dead on a makeshift raft for lack of dry space for burial.''"
360,"Date Published:2020-04-13 00:00:00      
Locals fear that if the dam is not promptly repaired, the next tidal current is going to cause more damage and flood new lands An embankment of Bangladesh Water Development Board (BWDB) has collapsed in Kola village of Satkhira's Assasuni upazila, flooding over 1,500 bighas of land, fish enclosures on Friday. Four villages of Pratapnagar and Shriula unions went underwater as the 120 ft BWDB embankment of Zone-2 suddenly collapsed, locals said. Many local residents have started volunteering to repair the embankment with whatever materials currently available. They fear that if the dam is not promptly repaired, the next tidal current is going to cause more damage and flood new lands. On a field visit, thousands of villagers were seen to have volunteered to construct a temporary embankment while the district administration is said to have been busy controlling the coronavirus outbreak in the area. Moreover, the Kopotakkho River embankment collapsed earlier on April 8, flooding 1,000 bighas of farmlands and fish enclosures in three low-lying villages of the same area, waterlogging around 50 families in Kurikaunia, Sreepur, and Brishti Nandan villages under Pratapnagar union.  Locals say the 100-ft dam was already in a risky state, so it naturally could not sustain the strong pressure of tidal current and collapsed into the bottom of the Kopotakkho River. Contacted,  Pratapnagar Union Parishad Chairman Jakir Hossain held the water development board responsible in this regard, saying it was their negligence that led to the collapse of the embankment every year. ""Despite repeated complaints and appeals seeking sustainable protection of the embankment, the water development board failed to acknowledge the urgency of the issue.  ""Now, due to this recklessness, farmlands and fish enclosures on around 2,500 bigha of land have been flooded in Kurikaunia, Sreepur, and Brishtinandan villages. Moreover, almost 50 families have become waterlogged after two back-to-back incidents of flooding.""  Md Arifuzzaman, of the local water development board, after visiting the site said he had arranged sandbags for the temporary emergency repair of the damaged embankment to minimize the extent of damage and protect the remaining lands.  ""The higher authorities will be notified promptly so that the necessary steps may be taken to permanently repair embankment."""
366,"Date Published:2019-09-29 00:00:00      
A large number of houses, structures, trees, and crops on vast tracts of land were washed away by floodwaters, and strong river currents in different flood-hit areas The overall flood situation remained unchanged, but river erosion has taken a serious turn in Rajbari, and Shariatpur districts on Sunday . Local sources said erosion by Padma River has intensified in Rajbari, and is gradually receding in Shariatpur, causing immense sufferings to the people. A large number of houses, structures, trees, and crops on vast tracts of land were washed away by floodwaters, and strong river currents in different flood-hit areas. In Rajbari, erosion in the Padma River has taken an alarming turn, it already forced thousands of families, under the Sadar, Goalanda, and Kalukhali upazila, to leave their houses, due to rise in water levels, villages within the district are becoming more vulnerable. According to Bangladesh Water Development Board (BWDB), they are dumping sand bags in the river to prevent erosion in the area. But locals claimed that BWDB's efforts aren't enough as forceful current, and rising water level is washing the sand bags away. They hoped the authority would take more effective measures to prevent erosion, which eroded at least 19 points of the district. Goalanda's Bhakla Union Parishad Chairman Md Amjad Hossain said: ""Not only the houses, but acres of croplands are underwater. BWDB initiatives are praiseworthy, but not enough to avert the erosion.""  Arifur Rahman Angkur, Sub-Divisional Engineer BWDB's Rajbari office, said: ""We are dumping Geo bags to lessen the casualties. We will take more measures if needed."" In Shariatpur, at least 20 establishments, including a mosque, 5 business centres, and houses were devoured by the Padma River, and it is threatening more areas in Naria upazila of Shariatpur district due to a wild rise in water level, causing severe river erosion in the past couple of days. Around 200 meters of the river protection dam has collapsed in the district on Thursday, making hundreds of residents, around the riverbank, to shift from the spot instantly. Locals said, the water level of the Padma was increasing since Thursday but has receded on Sunday.  Member of Parliament (MP), Deputy Minister for Water Resources AKM Enamul Haque Shamim, State Minister Zahid Faruque, and Director General of Bangladesh Water Development Board (BWDB) Mahfuzur Rahman, visited the area Sunday. They said there was no negligence with the construction of the protection dam. The damage was a result of increased current, and rise of water level in the river. It is to be noted that last year, more than 6,000 houses, around 1,000 business centres, and many other establishments were washed away due to devastating erosion of the Padma River in Naria upazila."
387,"Date Published:2019-10-11 00:00:00      
According to villagers, the disaster occurred due to continuous sand lifting by unscrupulous traders Erosion by the Jamuna river, due to illegal sand lifting, has hit Beltia and Gorilabari areas in Gohaliabari union since Wednesday, which is very close to the Bangabandhu Jamuna Multipurpose Bridge, in Kalihati upazila. The river has already devoured at least 28 dwellings, in areas under the union, in the last two days. According to villagers, the disaster occurred due to continuous sand lifting by unscrupulous traders.  The authorities dumped geo-bags but failed to prevent the erosion that left at least 28 families homeless. Although law prohibits sand lifting within a six-kilometre radius of a bridge, a syndicate of influential traders, having political connections, continued lifting sand near the bridge with powerful dredgers, the villagers said. Over 20,000 people in the union are under the threat of erosion, and are passing their days in panic. When Gorilabari village was visited yesterday, the villagers expressed grave concerns. ""Our tin-shed building, toilet, and tube-well were devoured by the river,"" said Fatema Begum adding that they are now living in somebody else's house. Not only Fatema but also Akbar Ali Akanda, Chand Miah Haji, Abdul Ali Mondol, Abdus Salam, Janab Ali Talukder, Abul Hossain, Korban Ali, Akbar Shikder, Ashraf Ali, Solaiman, Shafiq Uddin, Jahurul Islam, and Khaled Mondol of Gorilabari, and Beltia villages have lost their dwellings due to erosion. They have taken shelter in open spaces, and relatives' houses. ""Many people of the village have lost their houses in the erosion. I have lost my house,"" said Akbar Ali Akanda of the village. During the last rainy season, erosion by the river devoured at least 50 houses, and a 200-metre embankment in the village within a few days. This year, erosion started in Gorilabari village on May 30, and it devoured over a dozen dwellings so far, said Rashida Begum, an erosion victim of the village. Tangail-4 (Kalihati upazila) constituency MP  Hasan Imam Khan Sohel said work  for a permanent embankment in the area, to save the people from erosion, will start in December. ""Each erosion victim will get Tk, 6000, and two bundles of corrugated tins,"" he also said."
412,"Death Toll at 500 in Bangladesh Cyclone
1988-12-02T05:00:00.000Z
The official death toll rose to more than 500 today after a cyclone struck a wide area of southern Bangladesh, and the authorities continued the search for thousands of people still missing.
The cyclone hit Bangladesh's coast Tuesday, causing flooding that left at least 300,000 people homeless, caused extensive crop damage and cut electricity and telephone service to large areas in the south.
Bangladesh television reported tonight that more than 350 people had been killed in the Khulna area.
Officials were especially concerned about casualties in Dublarchar Island in the Bay of Bengal, about 300 miles southwest of Dhaka, where it is estimated that 1,000 people, mostly fishermen, may have been carried away by a tidal surge. A naval ship sent to the area has so far recovered 102 bodies."
414,"Date Published:2019-08-19 00:00:00      
The flood waters of Pachil village in Sirajganj's Shahzadpur upazila have started to recede. But that does not matter to Ahed Ali. The furious Jamuna has devoured his home, even the land on which his humble abode stood.  For over a month, Ahed, along with his family of five, and other flood victims, have taken shelter on a nearby field. They all have to pay a small sum of rent to occupy that space as well. ""The water started gushing in by the first week of July. There was no scope to stay back. Now, everything has been washed away. There is no land to rebuild my home and no money to start afresh either,"" he said. Anji Khatun, of nearby Dadaspanchi village, returned from the shelter to see that her home has been damaged. She had no choice but to borrow Tk 20,000 at a high rate of interest from a local money lender to repair her home. ""My daughters and I took shelter in the flood protection embankment for three weeks. Nobody is coming forward to help us, not even the government."" Anji was lucky that she found someone to borrow money from. But Maleka Begum of Potajia Nishipara village in the same upazila, not so much. No one is willing to lend money to her. Tying up some bamboo sticks with rope, she has repaired her home. The wind or rain can blow away the repairs at any time, she said, as she continues to live perilously. ""My husband is a poor day labourer. He had no work in the last one month. We have no place to live, no food to eat even."" All the victims said they lost everything in the last three weeks, but they did not get any help for rehabilitation. Md Chand Ali of Potajia village said, ""During the flood, we were given seven to eight kilograms of rice as relief material."" It was enough to last a week for a family of five. ""We are in dire need of assistance to rebuild our homes."" Over 3,079 families of 408 villages in five upazilas of Sirajganj were displaced by the recent flood. A total of 15,434 people have been hit hard, while 313,997 people were partially affected, according to Sirajganj Relief and Rehabilitation Office. A total of 6,505 houses were entirely damaged, while 44,013 were partially damaged. ""We have reported these figures to the ministry of relief and rehabilitation. They have allotted 1,570 bundles of corrugated iron sheets to rehabilitate the flood victims. The allotment is likely to reach Sirajganj soon,"" Sirajganj Deputy Commissioner (DC) Dr Faruk Ahmed told the Daily Star recently. Not just home, roads, culverts, croplands, ponds and many educational institutions have been battered by the flood. Officials concerned at the district administration have pinned losses at Tk 200 crore this year. Total actual losses cannot be ascertained yet, as many areas are still under water. ""Although the water level was dropped below the danger level now, flooding has not left yet. There are many areas in Belkuchi, Kazipur, Chowhali and Shahzadpur that are still water logged,"" said Md Rafikul Islam, Sirajganj divisional engineer of Water Development Board. The flood water is likely to remain till the end of September, which will add to the misery of the people in these areas, he added. A total of 21,000 hectares of croplands were inundated and crops on 14,000 hectares were completely damaged, said Md Habibul Haque, deputy director of Department of Agriculture Extension (DAE) in Sirajganj. He assumes the damage to agriculture to be worth Tk 134 crore. ""The agriculture sector has suffered the most due to the flood. We have submitted the flood loss report to the ministry, seeking rehabilitation funds."" ""We are currently taking preparations for 30-acre seed beds and 56 floating seed beds in the district to assist the victim farmers after the water recedes,"" he said. Meanwhile, the district has lost eight primary schools to river erosion. There is no existence left of those institutions, said Md. Eusuf Reza, Sirajganj primary education officer. At the same time, 162 primary schools were partially damaged, he added. ""We could not calculate the total loss yet, but we are estimating it at around Tk 1.85 crore."" All academic activities are stalled since July. ""We hope to resume studies after we complete the repair works after Eid,"" he added. Sirajganj District Educational Officer Md Shafiulla said 65 high schools and colleges have also been damaged. He expects repair work to start soon. Fish cultivation took a hit in Chalanbeel areas of Sirajganj. A total of 116.75 hectares of fishing areas were affected, washing away 110.73 tonnes of fish and 1.27 crore fish fry worth Tk 4.17 crore, said Md Shahed Ali, Sirajganj district fishery officer. ""We are expecting rehabilitation funds for the worst-hit fish farmers."" The flood has destroyed 134 acres of hybrid grass fields. The loss can be estimated at Tk 75 lakh, said Akhteruzaman Vuia, district livestock officer. The flood claimed the lives of 4 cows and 3,885 chicken. Although the flood did not hurt the animals directly, the cattle farmers face massive losses for fodder crisis. Besides, a total of 55.34 kilometres of roads were totally damaged, while 180 km partially, said Md Mizanur Rahman, executive engineer of Sirajganj LGED. Twenty-nine culverts were also damaged. Several roads are still inundated, so the actual loss is still unknown, he said. Sirajganj is one of the biggest handloom and power loom producing areas in the country. Samen Ali of Saydabad Modhhyapara in Sirajganj Sadar upazila said, ""I set up a handloom factory by borrowing money from a local NGO a couple of years ago. But the recent flood destroyed my factory, taking away the lone source of income for my family."" ""I don't know how I will repay the loan instalments now."" Like him, most weavers in five upazilas are facing a crisis. Total damage to the sector is yet to be determined. As the flood water recedes, Jamuna river is devouring houses and crop lands at several points of Sirajganj Sadar, Chowhali, Shahzadpur, Kazipur and Belkuchi upazila, said Sirajganj divisional WDB engineer Rafikul Islam. This is casual river erosion, he added. ""According to the characteristics of Jamuna, the river banks erode both then the water level rises and drops. We have nothing to do at this moment. At the end of the flood, we can take steps to save damage for the next time."" Sirajganj district administration has complied a flood loss report from different departments. But the fund allotment for rehabilitation is yet to be allotted. ""We will start rehabilitation work after getting the funds,"" DC Dr Faruk said."
